name,description,LookAt/latitude,LookAt/longitude,LookAt/altitude,longitude,latitude,altitude
Chamberlin Obs. Denver,Modern Astronomical Observatory [1644 meters AMSL],39.6766666666667,-104.953333333333,1644,-104.953333333333,39.6766666666667,1644
Chamberlin Obs. Sta. Bailey/Dick Mtn.,Modern Astronomical Observatory [2675 meters AMSL],39.4266666666667,-105.436666666667,2675,-105.436666666667,39.4266666666667,2675
Meyer-Womble Obs. Georgetown/Mt. Evans,Modern Astronomical Observatory [4305 meters AMSL],39.5866666666667,-105.64,4305,-105.64,39.5866666666667,4305
Sommers-Bausch Obs. Boulder,Modern Astronomical Observatory [1653 meters AMSL],40.0033333333333,-105.263333333333,1653,-105.263333333333,40.0033333333333,1653
Tiara Obs. South Park,Modern Astronomical Observatory [2679 meters AMSL],38.97,-105.516666666667,2679,-105.516666666667,38.97,2679
U.S. Air Force Academy Obs. Colorado Springs,Modern Astronomical Observatory [2187 meters AMSL],39.0066666666667,-104.875,2187,-104.875,39.0066666666667,2187
John J. McCarthy Obs. New Milford,Modern Astronomical Observatory [79 meters AMSL],41.5266666666667,-73.4266666666667,79,-73.4266666666667,41.5266666666667,79
Van Vleck Obs. Middletown,Modern Astronomical Observatory [65 meters AMSL],41.555,-72.66,65,-72.66,41.555,65
Western Conn. State Univ. Obs. Danbury,Modern Astronomical Observatory [128 meters AMSL],41.4,-73.445,128,-73.445,41.4,128
Mount Cuba Ast. Obs. Greenville,Modern Astronomical Observatory [92 meters AMSL],39.785,-75.6333333333333,92,-75.6333333333333,39.785,92
Naval Rsch. Lab. Radio Ast. Obs. R Washington,Modern Astronomical Observatory [30 meters AMSL],38.8216666666667,-77.0266666666667,30,-77.0266666666667,38.8216666666667,30
U.S. Naval Obs. Washington,Modern Astronomical Observatory [92 meters AMSL],38.9216666666667,-77.0666666666667,92,-77.0666666666667,38.9216666666667,92
Brevard Community College Obs. Cocoa,Modern Astronomical Observatory [17 meters AMSL],28.385,-80.7616666666667,17,-80.7616666666667,28.385,17
Rosemary Hill Obs. Bronson,Modern Astronomical Observatory [44 meters AMSL],29.4,-82.5866666666667,44,-82.5866666666667,29.4,44
Univ. of Florida Radio Obs. R Old Town,Modern Astronomical Observatory [8 meters AMSL],29.5283333333333,-83.035,8,-83.035,29.5283333333333,8
Bradley Obs. Decatur,Modern Astronomical Observatory [316 meters AMSL],33.765,-84.2933333333333,316,-84.2933333333333,33.765,316
Fernbank Obs. Atlanta,Modern Astronomical Observatory [320 meters AMSL],33.7783333333333,-84.3183333333333,320,-84.3183333333333,33.7783333333333,320
Hard Labor Creek Obs. Rutledge,Modern Astronomical Observatory [223 meters AMSL],33.67,-83.5933333333333,223,-83.5933333333333,33.67,223
"C.E.K. Mees Solar Obs. Kahului/Haleakala, Maui",Modern Astronomical Observatory [3054 meters AMSL],20.7066666666667,-156.256666666667,3054,-156.256666666667,20.7066666666667,3054
"Caltech Submillimeter Obs. R Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4072 meters AMSL],19.8216666666667,-155.475,4072,-155.475,19.8216666666667,4072
"Canada-France-Hawaii Tel. Corp. I Hilo/Mauna Kea,  Hawaii",Modern Astronomical Observatory [4204 meters AMSL],19.825,-155.468333333333,4204,-155.468333333333,19.825,4204
"Gemini North Obs. Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4213 meters AMSL],19.8233333333333,-155.468333333333,4213,-155.468333333333,19.8233333333333,4213
"Joint Astronomy Centre R I Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4198 meters AMSL],19.8216666666667,-155.47,4198,-155.47,19.8216666666667,4198
"LURE Obs. L Kahului/Haleakala, Maui",Modern Astronomical Observatory [3049 meters AMSL],20.71,-156.258333333333,3049,-156.258333333333,20.71,3049
"Mauna Kea Obs. I Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4214 meters AMSL],19.8233333333333,-155.47,4214,-155.47,19.8233333333333,4214
"Subaru Tel. Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4163 meters AMSL],19.825,-155.476666666667,4163,-155.476666666667,19.825,4163
"W.M. Keck Obs. Hilo/Mauna Kea, Hawaii",Modern Astronomical Observatory [4160 meters AMSL],19.8266666666667,-155.475,4160,-155.475,19.8266666666667,4160
Dearborn Obs. Evanston,Modern Astronomical Observatory [195 meters AMSL],42.0566666666667,-87.675,195,-87.675,42.0566666666667,195
Glen D. Riley,Modern Astronomical Observatory,41.7003,-88.1598,0,-88.1598,41.7003,0
Goethe Link Obs. Brooklyn,Modern Astronomical Observatory [300 meters AMSL],39.55,-86.395,300,-86.395,39.55,300
Kirkwood,Modern Astronomical Observatory,39.165833,-86.525833,0,-86.525833,39.165833,0
McKim,Modern Astronomical Observatory,39.645556,-86.852222,0,-86.852222,39.645556,0
Erwin W. Fick Obs. Boone,Modern Astronomical Observatory [332 meters AMSL],42.005,-93.9416666666667,332,-93.9416666666667,42.005,332
Grant O. Gale Obs. Grinnell,Modern Astronomical Observatory [318 meters AMSL],41.7566666666667,-92.72,318,-92.72,41.7566666666667,318
North Liberty Radio Obs. R North Liberty,Modern Astronomical Observatory [241 meters AMSL],41.7716666666667,-91.575,241,-91.575,41.7716666666667,241
Univ. of Iowa Obs. Riverside,Modern Astronomical Observatory [221 meters AMSL],41.515,-91.56,221,-91.56,41.515,221
Clyde W. Tombaugh Obs. Lawrence,Modern Astronomical Observatory [323 meters AMSL],38.96,-95.25,323,-95.25,38.96,323
Zenas Crane Obs. Topeka,Modern Astronomical Observatory [306 meters AMSL],39.0366666666667,-95.6966666666667,306,-95.6966666666667,39.0366666666667,306
Moore Obs. Brownsboro,Modern Astronomical Observatory [216 meters AMSL],38.335,-85.53,216,-85.53,38.335,216
GSFC Optical Test Site Greenbelt,Modern Astronomical Observatory [53 meters AMSL],39.0216666666667,-76.8266666666667,53,-76.8266666666667,39.0216666666667,53
International Latitude Obs. Gaithersburg,Modern Astronomical Observatory,39.1372222222222,-77.1994444444445,0,-77.1994444444445,39.1372222222222,0
Maryland Point Obs. R Riverside,Modern Astronomical Observatory [20 meters AMSL],38.3733333333333,-77.2316666666667,20,-77.2316666666667,38.3733333333333,20
Univ. of Maryland Obs. R College Park,Modern Astronomical Observatory [53 meters AMSL],39.0016666666667,-76.9566666666667,53,-76.9566666666667,39.0016666666667,53
Five College Radio Ast. Obs. R New Salem,Modern Astronomical Observatory [314 meters AMSL],42.3916666666667,-72.345,314,-72.345,42.3916666666667,314
George R. Wallace Jr. Aph. Obs. Westford,Modern Astronomical Observatory [107 meters AMSL],42.61,-71.485,107,-71.485,42.61,107
Harvard-Smithsonian Ctr. for Aph. R Cambridge,Modern Astronomical Observatory [24 meters AMSL],42.38,-71.13,24,-71.13,42.38,24
Haystack Obs. R Westford,Modern Astronomical Observatory [146 meters AMSL],42.6233333333333,-71.4883333333333,146,-71.4883333333333,42.6233333333333,146
Hopkins Obs. R Williamstown,Modern Astronomical Observatory [215 meters AMSL],42.7116666666667,-73.2016666666667,215,-73.2016666666667,42.7116666666667,215
Judson B. Coit,Modern Astronomical Observatory,42.35025,-71.105372,0,-71.105372,42.35025,0
Maria Mitchell Obs. Nantucket,Modern Astronomical Observatory [20 meters AMSL],41.28,-70.105,20,-70.105,41.28,20
Millstone Hill Atm. Sci. Fac. R Westford,Modern Astronomical Observatory [146 meters AMSL],42.61,-71.495,146,-71.495,42.61,146
Millstone Hill Radar Obs. R Westford,Modern Astronomical Observatory [156 meters AMSL],42.6166666666667,-71.4916666666667,156,-71.4916666666667,42.6166666666667,156
Oak Ridge Obs. R Harvard,Modern Astronomical Observatory [185 meters AMSL],42.505,-71.5583333333333,185,-71.5583333333333,42.505,185
Sagamore Hill Radio Obs. R Hamilton,Modern Astronomical Observatory [53 meters AMSL],42.6316666666667,-70.8216666666667,53,-70.8216666666667,42.6316666666667,53
The Clay Center Brookline,Modern Astronomical Observatory [47 meters AMSL],42.3333333333333,-71.1333333333333,47,-71.1333333333333,42.3333333333333,47
Westford Antenna Facility R Westford,Modern Astronomical Observatory [115 meters AMSL],42.6133333333333,-71.495,115,-71.495,42.6133333333333,115
Whitin Obs. Wellesley,Modern Astronomical Observatory [32 meters AMSL],42.295,-71.3033333333333,32,-71.3033333333333,42.295,32
Brooks Obs. Mount Pleasant,Modern Astronomical Observatory [258 meters AMSL],43.5883333333333,-84.775,258,-84.775,43.5883333333333,258
Michigan State Univ. Obs. East Lansing,Modern Astronomical Observatory [274 meters AMSL],42.7066666666667,-84.4833333333333,274,-84.4833333333333,42.7066666666667,274
Rogers,Modern Astronomical Observatory,44.706667,-85.775556,0,-85.775556,44.706667,0
Sherzer,Modern Astronomical Observatory,42.263892,-83.6246,0,-83.6246,42.263892,0
Univ. of Mich. Radio Ast. Obs. R Dexter,Modern Astronomical Observatory [345 meters AMSL],42.3983333333333,-83.9366666666667,345,-83.9366666666667,42.3983333333333,345
O'Brien Obs. Marine-on-St. Croix,Modern Astronomical Observatory [308 meters AMSL],45.1816666666667,-92.7766666666667,308,-92.7766666666667,45.1816666666667,308
Howell,Modern Astronomical Observatory,33.468143,-88.817524,0,-88.817524,33.468143,0
Morrison Obs. Fayette,Modern Astronomical Observatory [228 meters AMSL],39.1516666666667,-92.6966666666667,228,-92.6966666666667,39.1516666666667,228
Behlen Obs. Mead,Modern Astronomical Observatory [362 meters AMSL],41.1716666666667,-96.4466666666667,362,-96.4466666666667,41.1716666666667,362
MacLean Obs. Incline Village,Modern Astronomical Observatory [2546 meters AMSL],39.295,-119.928333333333,2546,-119.928333333333,39.295,2546
Durham,Modern Astronomical Observatory,43.1465,-70.9438,0,-70.9438,43.1465,0
Hancock,Modern Astronomical Observatory,42.933608,-71.986581,0,-71.986581,42.933608,0
Shattuck Obs. Hanover,Modern Astronomical Observatory [183 meters AMSL],43.705,-72.2833333333333,183,-72.2833333333333,43.705,183
Crawford Hill Obs. R Holmdel,Modern Astronomical Observatory [114 meters AMSL],40.3916666666667,-74.1866666666667,114,-74.1866666666667,40.3916666666667,114
FitzRandolph Obs. Princeton,Modern Astronomical Observatory [43 meters AMSL],40.345,-74.6466666666667,43,-74.6466666666667,40.345,43
Sperry,Modern Astronomical Observatory,40.666389,-74.323333,0,-74.323333,40.666389,0
Apache Point Obs. Sunspot,Modern Astronomical Observatory [2781 meters AMSL],32.78,-105.82,2781,-105.82,32.78,2781
Capilla Peak Obs. Albuquerque/Capilla Peak,Modern Astronomical Observatory [2842 meters AMSL],34.6966666666667,-106.405,2842,-106.405,34.6966666666667,2842
Corralitos Obs. Las Cruces,Modern Astronomical Observatory [1453 meters AMSL],32.38,-107.043333333333,1453,-107.043333333333,32.38,1453
Joint Obs. for Cometary Research Socorro/South Baldy  Peak,Modern Astronomical Observatory [3235 meters AMSL],33.985,-107.188333333333,3235,-107.188333333333,33.985,3235
Los Alamos,Modern Astronomical Observatory,35.775125,-106.245597,0,-106.245597,35.775125,0
National Radio Ast. Obs. R Socorro,Modern Astronomical Observatory [2124 meters AMSL],34.0783333333333,-107.618333333333,2124,-107.618333333333,34.0783333333333,2124
National Solar Obs. Sunspot,Modern Astronomical Observatory [2811 meters AMSL],32.7866666666667,-105.82,2811,-105.82,32.7866666666667,2811
New Mexico State Univ. Obs. Sta. Las Cruces/Blue Mesa,Modern Astronomical Observatory [2025 meters AMSL],32.4916666666667,-107.165,2025,-107.165,32.4916666666667,2025
New Mexico State Univ. Obs. Sta. Las Cruces/Tortugas  Mtn.,Modern Astronomical Observatory [1505 meters AMSL],32.2933333333333,-106.696666666667,1505,-106.696666666667,32.2933333333333,1505
Pie Town,Modern Astronomical Observatory,34.301003,-108.119183,0,-108.119183,34.301003,0
C.E. Kenneth Mees Obs. Bristol Springs,Modern Astronomical Observatory [701 meters AMSL],42.7,-77.4083333333333,701,-77.4083333333333,42.7,701
Hartung-Boothroyd Obs. Ithaca,Modern Astronomical Observatory [534 meters AMSL],42.4583333333333,-76.385,534,-76.385,42.4583333333333,534
Rutherfurd Obs. New York,Modern Astronomical Observatory [25 meters AMSL],40.81,-73.9583333333333,25,-73.9583333333333,40.81,25
Syracuse Univ. Obs. Syracuse,Modern Astronomical Observatory [160 meters AMSL],43.0366666666667,-76.1383333333333,160,-76.1383333333333,43.0366666666667,160
Dark Sky Obs. Boone,Modern Astronomical Observatory [926 meters AMSL],36.2516666666667,-81.4116666666667,926,-81.4116666666667,36.2516666666667,926
Morehead Obs. Chapel Hill,Modern Astronomical Observatory [161 meters AMSL],35.9133333333333,-79.05,161,-79.05,35.9133333333333,161
Pisgah Ast. Rsch. Inst. -PARI- Rosman,Modern Astronomical Observatory [892 meters AMSL],35.2,-82.8716666666667,892,-82.8716666666667,35.2,892
Three College Obs. Saxapahaw,Modern Astronomical Observatory [183 meters AMSL],35.945,-79.4066666666667,183,-79.4066666666667,35.945,183
Cincinnati Obs. Cincinnati,Modern Astronomical Observatory [247 meters AMSL],39.1383333333333,-84.4233333333333,247,-84.4233333333333,39.1383333333333,247
Nassau Ast. Obs. Montville,Modern Astronomical Observatory [390 meters AMSL],41.5916666666667,-81.075,390,-81.075,41.5916666666667,390
Perkins Obs. Delaware,Modern Astronomical Observatory [280 meters AMSL],40.2516666666667,-83.055,280,-83.055,40.2516666666667,280
Ritter Obs. Toledo,Modern Astronomical Observatory [201 meters AMSL],41.6616666666667,-83.6133333333333,201,-83.6133333333333,41.6616666666667,201
Allegheny Obs. Pittsburgh,Modern Astronomical Observatory [380 meters AMSL],40.4833333333333,-80.0216666666667,380,-80.0216666666667,40.4833333333333,380
Black Moshannon Obs. State College/Rattlesnake Mtn.,Modern Astronomical Observatory [738 meters AMSL],40.9216666666667,-78.005,738,-78.005,40.9216666666667,738
Bradstreet,Modern Astronomical Observatory,40.050278,-75.368889,0,-75.368889,40.050278,0
Bucknell Univ. Obs. Lewisburg,Modern Astronomical Observatory [170 meters AMSL],40.9516666666667,-76.8816666666667,170,-76.8816666666667,40.9516666666667,170
Flower and Cook Obs. Malvern,Modern Astronomical Observatory [155 meters AMSL],40,-75.4933333333333,155,-75.4933333333333,40,155
Kutztown Univ. Obs. Kutztown,Modern Astronomical Observatory [158 meters AMSL],40.515,-75.785,158,-75.785,40.515,158
Sproul Obs. Swarthmore,Modern Astronomical Observatory [63 meters AMSL],39.905,-75.3566666666667,63,-75.3566666666667,39.905,63
Strawbridge Obs. R Haverford,Modern Astronomical Observatory [116 meters AMSL],40.0116666666667,-75.3033333333333,116,-75.3033333333333,40.0116666666667,116
The Franklin Inst. Obs. Philadelphia,Modern Astronomical Observatory [30 meters AMSL],39.9583333333333,-75.1733333333333,30,-75.1733333333333,39.9583333333333,30
Villanova Univ. Obs. R Villanova,Modern Astronomical Observatory,40.04,-75.3416666666667,0,-75.3416666666667,40.04,0
Ladd Obs. Providence,Modern Astronomical Observatory [69 meters AMSL],41.8383333333333,-71.4,69,-71.4,41.8383333333333,69
Melton Memorial Obs. Columbia,Modern Astronomical Observatory [98 meters AMSL],33.9966666666667,-81.0266666666667,98,-81.0266666666667,33.9966666666667,98
Univ. of S.C. Radio Obs. R Columbia,Modern Astronomical Observatory [127 meters AMSL],33.9966666666667,-81.0316666666667,127,-81.0316666666667,33.9966666666667,127
Arthur J. Dyer Obs. Nashville,Modern Astronomical Observatory [345 meters AMSL],36.0516666666667,-86.805,345,-86.805,36.0516666666667,345
Cordell-Lorenz,Modern Astronomical Observatory,35.204444,-85.92,0,-85.92,35.204444,0
George R. Agassiz Sta. R Fort Davis,Modern Astronomical Observatory [1603 meters AMSL],30.635,-103.946666666667,1603,-103.946666666667,30.635,1603
McDonald Obs. L Fort Davis/Mt. Locke,Modern Astronomical Observatory [2075 meters AMSL],30.6716666666667,-104.021666666667,2075,-104.021666666667,30.6716666666667,2075
Millimeter Wave Obs. R Fort Davis/Mt. Locke,Modern Astronomical Observatory [2031 meters AMSL],30.6716666666667,-104.028333333333,2031,-104.028333333333,30.6716666666667,2031
Texas A&M,Modern Astronomical Observatory,30.572717,-96.36665,0,-96.36665,30.572717,0
Leander McCormick Obs. Charlottesville,Modern Astronomical Observatory [264 meters AMSL],38.0333333333333,-78.5233333333333,264,-78.5233333333333,38.0333333333333,264
Leander McCormick Obs. Sta. Charlottesville/Fan Mtn.,Modern Astronomical Observatory [566 meters AMSL],37.8783333333333,-78.6933333333333,566,-78.6933333333333,37.8783333333333,566
Saint Croix,Modern Astronomical Observatory,17.756578,-64.583631,0,-64.583631,17.756578,0
Brewster,Modern Astronomical Observatory,48.131228,-119.683278,0,-119.683278,48.131228,0
Goldendale Obs.,Modern Astronomical Observatory,45.839388,-120.816237,0,-120.816237,45.839388,0
Manastash Ridge Obs. Ellensburg/Manastash Ridge,Modern Astronomical Observatory [1198 meters AMSL],46.9516666666667,-120.723333333333,1198,-120.723333333333,46.9516666666667,1198
National Radio Ast. Obs. R Green Bank,Modern Astronomical Observatory [836 meters AMSL],38.43,-79.8416666666667,836,-79.8416666666667,38.43,836
Naval Research Lab. Radio Sta. R Sugar Grove,Modern Astronomical Observatory [705 meters AMSL],38.52,-79.2733333333333,705,-79.2733333333333,38.52,705
Pine Bluff Obs. Pine Bluff,Modern Astronomical Observatory [366 meters AMSL],43.0783333333333,-89.685,366,-89.685,43.0783333333333,366
Thompson Obs. Beloit,Modern Astronomical Observatory [255 meters AMSL],42.505,-89.0316666666667,255,-89.0316666666667,42.505,255
Washburn Obs. Madison,Modern Astronomical Observatory [292 meters AMSL],43.0766666666667,-89.4083333333333,292,-89.4083333333333,43.0766666666667,292
Yerkes Obs. Williams Bay,Modern Astronomical Observatory [334 meters AMSL],42.57,-88.5566666666667,334,-88.5566666666667,42.57,334
Wyoming Infrared Obs. I Jelm/Jelm Mtn.,Modern Astronomical Observatory [2943 meters AMSL],41.0983333333333,-105.976666666667,2943,-105.976666666667,41.0983333333333,2943
Los Molinos Ast. Obs. Montevideo,Modern Astronomical Observatory [110 meters AMSL],-34.755,-56.19,110,-56.19,-34.755,110
Montevideo Obs. Montevideo,Modern Astronomical Observatory [24 meters AMSL],-34.91,-56.2133333333333,24,-56.2133333333333,-34.91,24
Maidanak Ast. Obs. Kitab/Mt. Maidanak,Modern Astronomical Observatory [2500 meters AMSL],38.685,66.9,2500,66.9,38.685,2500
Tashkent Obs. Tashkent,Modern Astronomical Observatory [477 meters AMSL],41.325,69.2933333333333,477,69.2933333333333,41.325,477
Uluk-Bek Latitude Sta. Kitab,Modern Astronomical Observatory [658 meters AMSL],39.1333333333333,66.8816666666667,658,66.8816666666667,39.1333333333333,658
Vatican Obs. Castel Gandolfo,Modern Astronomical Observatory [450 meters AMSL],41.7466666666667,12.6516666666667,450,12.6516666666667,41.7466666666667,450
Cagigal Obs. Caracas,Modern Astronomical Observatory [1026 meters AMSL],10.5066666666667,-66.9283333333333,1026,-66.9283333333333,10.5066666666667,1026
Llano del Hato Obs. M�rida,Modern Astronomical Observatory [3610 meters AMSL],8.79,-70.8666666666667,3610,-70.8666666666667,8.79,3610
"Belgrade Ast. Obs. Belgrade, Serbia",Modern Astronomical Observatory [253 meters AMSL],44.8033333333333,20.5133333333333,253,20.5133333333333,44.8033333333333,253
"Cambodia, Angkor Vat",Ancient Astronomical Observatory,13.411111,103.869167,0,103.869167,13.411111,0
"Chile, Easter Island",Ancient Astronomical Observatory,-27.0833,-109.3333,0,-109.3333,-27.0833,0
"China, Beijing Ancient",Ancient Astronomical Observatory,39.9062,116.4286,0,116.4286,39.9062,0
"Egypt, Abu Simbel",Ancient Astronomical Observatory,22.3369444444444,31.6255555555556,0,31.6255555555556,22.3369444444444,0
"Egypt, The Great Sphinx of Giza",Ancient Astronomical Observatory,29.975413,31.137979,0,31.137979,29.975413,0
"Germany, Goseck",Ancient Astronomical Observatory,51.19823,11.86458,0,11.86458,51.19823,0
"India, Jaipur Yantra Mandir / Temple of Instruments",Ancient Astronomical Observatory,26.9244444444444,75.8241666666667,0,75.8241666666667,26.9244444444444,0
"India, Mathura Yantra Mandir / Temple of Instruments",Ancient Astronomical Observatory,27.494722,77.675556,0,77.675556,27.494722,0
"India, New Delhi Yantra Mandir / Temple of Instruments",Ancient Astronomical Observatory,28.6263888888889,77.2180555555556,0,77.2180555555556,28.6263888888889,0
"India, Ujjain Yantra Mandir / Temple of Instruments",Ancient Astronomical Observatory,23.183333,75.7775,0,75.7775,23.183333,0
"India, Varanasi Yantra Mandir / Temple of Instruments",Ancient Astronomical Observatory,25.325,83.006944,0,83.006944,25.325,0
"Iran, Maragheh",Ancient Astronomical Observatory,37.4,46.2,0,46.2,37.4,0
"Malta, Hagar Kim",Ancient Astronomical Observatory,35.8276416666667,14.4423638888889,0,14.4423638888889,35.8276416666667,0
"Malta, Mnajdra",Ancient Astronomical Observatory,35.8268416666667,14.436325,0,14.436325,35.8268416666667,0
"Macedonia, Kokino",Ancient Astronomical Observatory,42.26,21.85,0,21.85,42.26,0
"Mexico, Chichen Itza, Caracol",Ancient Astronomical Observatory,20.6831,-88.4019,0,-88.4019,20.6831,0
"Mexico, Dzibilchaltun",Ancient Astronomical Observatory,21.0911,-89.5972,0,-89.5972,21.0911,0
"Mexico, Mayapan",Ancient Astronomical Observatory,20.4667,-89.1833,0,-89.1833,20.4667,0
"Mexico, Teotihuacan",Ancient Astronomical Observatory,19.699441,-98.843973,0,-98.843973,19.699441,0
"Mexico, Uxmal",Ancient Astronomical Observatory,20.3602,-89.771,0,-89.771,20.3602,0
"Peru, Chankillo",Ancient Astronomical Observatory,-9.56118611111111,-78.2273694444444,0,-78.2273694444444,-9.56118611111111,0
"Peru, Machu Picchu",Ancient Astronomical Observatory,-13.162909,-72.546072,0,-72.546072,-13.162909,0
"United Kingdom, England, Stonehenge",Ancient Astronomical Observatory,51.178861,-1.826412,0,-1.826412,51.178861,0
"United Kingdom, Scotland, Callanish",Ancient Astronomical Observatory,58.19742,-6.745088,0,-6.745088,58.19742,0
"USA New Mexico, Chaco Canyon, Casa Rinconada",Ancient Astronomical Observatory,36.0588,-107.958,0,-107.958,36.0588,0
"USA New Mexico, Chaco Canyon, Pueblo Bonito",Ancient Astronomical Observatory,36.0588,-107.958,0,-107.958,36.0588,0
"USA Utah, Hovenweep",Ancient Astronomical Observatory,37.3858,-109.0803,0,-109.0803,37.3858,0
"USA Wyoming, Big Horn Medicine Wheel",Ancient Astronomical Observatory,44.8266666666667,-107.921666666667,0,-107.921666666667,44.8266666666667,0
